headline,true_label,predicted_label,confidence,true_label_prob,original_headline
icac change allow public comment,positive,neutral,0.6616,0.1895,icac change to allow more public comment on
america prepare justine damond death trial,negative,neutral,0.7675,0.2297,america prepares for justine damond death trial
big flood decade bring heartbreak,negative,neutral,0.8997,0.0371,biggest flood in decades brings heartbreak to
catch island season exciting,positive,neutral,0.9131,0.0181,first catch of islands season is exciting but
group warn mass gp shortfall,negative,neutral,0.6315,0.3327,group warns of mass gp shortfall
fiji election rig opposition leader say,negative,neutral,0.6315,0.3351,fiji election rigged opposition leader says
rice industry investment need global demand,negative,neutral,0.5744,0.3571,rice industry investment needed for global demand
embarrassment wa govt legislation rule order,negative,neutral,0.877,0.0988,embarrassment for wa govt as legislation ruled out of order
wa coronavirus testing criterion expand perth zoo closes,neutral,positive,0.7037,0.257,wa coronavirus testing criteria to be expanded perth zoo closes
partner motorbike rider die new bridge,negative,neutral,0.5715,0.4071,partner or motorbike rider who died on new bridge
australia politically correct,neutral,positive,0.6683,0.0966,is australia becoming too politically correct
north west newsradio launch,positive,neutral,0.8896,0.0837,north west newsradio launched
home insulation inquiry bureaucrat warn superior scheme,neutral,negative,0.9517,0.0427,home insulation inquiry: bureaucrat warned superiors scheme w
ireland wreck bok grand slam dream,negative,positive,0.9382,0.0614,ireland wreck boks grand slam dream
cooperation vital severe bushfire season,negative,positive,0.5435,0.4085,cooperation vital as severe bushfire season
vintage jeep enthusiast mitch holland,positive,neutral,0.8817,0.038,vintage jeep enthusiast mitch holland
qld close loophole fine water breach,neutral,positive,0.7813,0.1611,qld to close loophole on fines for water breaches
nsw premier say health authority need watch,neutral,positive,0.466,0.4054,nsw premier says health authorities need to watch
social network haven hatred,negative,neutral,0.9,0.0592,social networking haven for hatred
spacewalker leave station power module,negative,neutral,0.4932,0.4931,spacewalkers leave station to power up module
excuse people ato file tax return,positive,negative,0.4359,0.2338,top excuses people give the ato for not filing their tax returns
aged care shame reveal royal commission,neutral,positive,0.917,0.0025,aged care shame revealed in royal commission
govt pressure improve small miner,positive,negative,0.5009,0.4987,govt pressured to improve small miner
choose adventure audio tour gold coast,positive,neutral,0.5127,0.4708,choose your own adventure audio tours gold coast
tasmanian alderman labels skywhale degrade,negative,neutral,0.8851,0.0211,tasmanian alderman labels skywhale degrading
36ers captain sideline calf tear,neutral,negative,0.6781,0.2619,36ers captain sidelined with calf tear
eucalyptus shoot ahead say location,negative,neutral,0.7194,0.247,eucalyptus shoot may still go ahead says location
green light naracoorte traffic signal,negative,neutral,0.8388,0.0692,no green light yet for naracoorte traffic signals
death custody raise cell safety concern,negative,positive,0.7245,0.2666,death in custody raises cell safety concerns
sailor keep diving save mate stricken destroyer,negative,positive,0.7117,0.2849,us sailor kept diving to save mates in stricken destroyer
anz profits surge percent,positive,neutral,0.8439,0.0593,anz profits surge 22 percent
workchoice dominate campaign,positive,negative,0.7503,0.1836,workchoices dominates campaigning
olympic disappointed d'arcy,negative,neutral,0.9154,0.0422,olympics over for disappointed d'arcy
antarctic helicopter pilot die crevasse fall,neutral,negative,0.5788,0.4032,antarctic helicopter pilot dies after crevasse fall
assaulted man die,negative,neutral,0.8085,0.1708,assaulted man dies
colombian mayor lock loose tongue,negative,neutral,0.8938,0.0945,colombian mayor locks up loose tongues
interpol place viktor yanukovych want list,neutral,positive,0.7846,0.1119,interpol places viktor yanukovych on most wanted list
pga not support tier,negative,positive,0.9875,0.0017,pga doesnt support tier 3
tafe teacher strike well pay,positive,negative,0.5191,0.4809,tafe teachers strike for better pay
brit stop albany wheel adventure,positive,negative,0.534,0.463,brit stops in albany during three wheel adventure
woman recover sustain stab wound,negative,neutral,0.676,0.3032,woman recovering after sustaining stab wound
wirrulla weekend prove engage,positive,neutral,0.8337,0.0824,wirrulla weekend proves engaging
opposition slam stupid alice funding knock,negative,neutral,0.8715,0.0991,opposition slams stupid alice funding knock back
north korean defector want,negative,neutral,0.709,0.083,north korean defector wants to go back
bali local refuse sell land trump estate,negative,neutral,0.5741,0.308,bali locals refusing to sell land for trump estate
hicks repatriation farce brown say,negative,neutral,0.8767,0.0529,hicks repatriation a farce brown says
robinson look impression rugby big,positive,neutral,0.9454,0.0227,robinson looks to make impression on rugbys big
exorcism hotline launch italy,positive,neutral,0.8051,0.1616,exorcism hotline launched in italy
nz police draw gun dog,neutral,negative,0.7271,0.2468,nz police draw guns on dog
arl play hardball origin dispute,positive,negative,0.5582,0.4418,arl to play hardball over origin disputes
federer mauresmo seed open,positive,neutral,0.6892,0.2898,federer mauresmo top seeds for us open
fire close main highway south east vic,neutral,negative,0.7481,0.2462,fires close main highway through south east vic
far west local health district maintain financial clin,positive,neutral,0.893,0.0485,far west local health district maintains top financial and clin
serbia complete opening clean sweep,positive,neutral,0.5072,0.4886,serbia complete opening clean sweep
utility executive high pay public servant,neutral,negative,0.701,0.1689,utility executive was highest paid public servant
pimp run global prostitution ring coast authority,neutral,positive,0.54,0.4108,pimp ran global prostitution ring from g coast authorities say
nolans widow say permission collection,negative,neutral,0.7318,0.2548,nolans widow says no permission to move collection
matilda borer break brisbane surface,negative,neutral,0.8107,0.177,matilda borer breaks through brisbane surface
greens slam plan expand online spy power,negative,positive,0.5861,0.0523,greens slam plan to expand online spy powers
awareness lack,neutral,negative,0.8782,0.0357,awareness lacking
covid coronavirus symptom contagious,positive,neutral,0.7843,0.0751,covid 19 coronavirus without symptoms still contagious
freebie symptom childcare problem,neutral,negative,0.9973,0.001,freebies just a symptom of childcare problem
sydney centre help problem gambler,neutral,negative,0.5225,0.0005,sydney centre to help problem gamblers
dolly dunn die jail hospital,neutral,negative,0.918,0.081,dolly dunn dies in jail hospital
png business group launch,positive,neutral,0.925,0.02,png business group launched
police policy stay despite fatal shooting,positive,negative,0.9541,0.0219,police policy stays despite fatal shooting
sober centre reopen door,negative,neutral,0.9263,0.0126,sobering up centre to reopen doors
bee nest fire nsw burn ha,positive,negative,0.5883,0.0052,bees nest fire in nsw burnt through more than 50000 ha
hyatt force apologise mislabelled aborigine salad,negative,positive,0.6696,0.3292,hyatt forced to apologise for mislabelled aborigine salad
leave kurri hospital,neutral,negative,0.7967,0.191,not much left of kurri hospital
new zealand reserve bank say home lending limit work,positive,neutral,0.9128,0.0445,new zealand reserve bank says home lending limits working well
asic call hardie fine,neutral,positive,0.5912,0.3813,asic calls for hardie fines
rupert cat catch fright train melbourne traralgon,negative,neutral,0.8767,0.109,rupert the cat catches fright train from melbourne to traralgon
lobby group say rail replacement nonsense,negative,neutral,0.9145,0.0613,lobby group says rail replacement nonsense
bed dhurringile jail,neutral,negative,0.7902,0.2024,more beds for dhurringile jail
melb court water save chemical treatment,neutral,positive,0.7573,0.2142,melb courts to get water saving chemical treatment
clarke undecided qld election bid,negative,neutral,0.9096,0.0642,clarke still undecided on qld election bid
outlook brighter ta farmer,positive,neutral,0.8113,0.0464,outlook brighter for tas farmers
forestry worker work despite exit grant,negative,positive,0.9514,0.0138,forestry workers still working despite exit grants
fume force jetstar flight ground,neutral,negative,0.6821,0.2981,fumes force another jetstar flight to ground
helpful introduce species south australia,positive,neutral,0.9415,0.0489,eight helpful introduced species south australia
triumph tragedy le tour,neutral,negative,0.5056,0.0005,triumphs and tragedies on le tour
carter say black grind slam,negative,neutral,0.6395,0.3319,carter says all blacks can grind out slam
chief justice call reveal previous criminal history,neutral,positive,0.6684,0.0012,chief justice calls to reveal previous criminal histories
radio magnetar pulsar break rule,negative,neutral,0.8195,0.1545,radio magnetar the pulsar that broke the rules
brawl neighbour leave hospital,neutral,negative,0.5041,0.3559,brawl between neighbours leaves three in hospital
metre inflatable koala steal horsham harvey norman,negative,neutral,0.6038,0.3951,six metre inflatable koala stolen from horsham harvey norman
donald trump jeff sessions attack win president support,negative,positive,0.9733,0.0267,donald trump jeff sessions attack not winning president support
watch rudd get perfunctory greeting bush,positive,neutral,0.9167,0.0422,watch rudd gets perfunctory greeting from bush at
